,0.008726535364985466,0.026176949962973595,0.04361938685178757,0.061048541218042374,0.07845909893512726,0.09584575146436691,0.11320321261882782,0.13052619993686676,0.14780940115451813,0.16504760086536407,0.18223552405834198,0.1993679255247116,0.2164396196603775,0.23344536125659943,0.2503800094127655,0.2672383785247803,0.28401535749435425,0.30070579051971436,0.3173046410083771,0.3338068723678589,0.3502073884010315,0.36650121212005615,0.3826834559440613,0.39874908328056335,0.4146932363510132,0.43051108717918396,0.4461978077888489,0.4617486000061035,0.4771587550640106,0.49242356419563293,0.507538378238678,0.5224985480308533,0.537299633026123,0.5519369840621948,0.56640625,0.5807029604911804,0.5948227643966675,0.6087614297866821,0.6225146651268005,0.6360781788825989,0.649448037147522,0.6626200675964355,0.6755901575088501,0.6883545517921448,0.7009092569351196,0.713250458240509,0.7253743410110474,0.7372773289680481,0.7489557266235352,0.760405957698822,0.7716245651245117,0.782608151435852,0.7933533191680908,0.8038569092750549,0.8141155242919922,0.8241261839866638,0.8338858485221863,0.843391478061676,0.8526401519775391,0.8616291284561157,0.8703556656837463,0.878817081451416,0.8870108127593994,0.894934356212616,0.9025852680206299,0.9099612236022949,0.9170600771903992,0.9238795042037964,0.9304175972938538,0.9366722106933594,0.9426414370536804,0.948323667049408,0.9537169337272644,0.9588197469711304,0.9636304378509521,0.9681476354598999,0.972369909286499,0.9762960076332092,0.9799246788024902,0.9832549095153809,0.9862856268882751,0.9890158772468567,0.9914448261260986,0.9935718774795532,0.9953961968421936,0.9969173073768616,0.9981347918510437,0.9990482330322266,0.9996573328971863,0.9999619126319885
1980,26.410063600540163,26.531945837868584,26.63740231460995,26.73847220738729,26.73638824356927,26.777403526835972,26.84081028037601,26.88633366425832,26.938586150275338,26.934896500905356,26.983570528030395,26.989951674143473,26.95356912083096,26.867785109413994,26.69267732832167,26.609925927056207,26.466331254111395,26.27610599199931,26.097942129770914,25.75943739414215,25.525864373313055,25.23049455748664,24.80798796017965,24.316814793480766,23.906839638286165,23.45567670663198,22.949298188421462,22.09608638021681,20.89217069728507,19.981397969855202,19.077223900291656,18.384304525372055,17.593895491626526,16.62895291381412,15.80204128705793,14.971991765167978,14.754751657642839,14.277317681660255,13.579642612652647,12.962739094346762,12.274106174210708,11.271294894814492,10.272550524605645,9.486323954661687,8.702465555402968,7.792031689951545,6.752954177524791,5.778851021471847,4.969335867298974,4.263597211186101,3.6558332230637056,3.17700732304042,2.799925933147056,2.4933028067979546,2.1336673143025515,1.7522895026952028,1.2667815721749018,0.8195148118150731,0.3979645683637096,-0.37512900680303574,-1.5872850600526565,-2.8289236451990694,-3.817937904368672,-4.739428592142132,-5.711145912917952,-6.436651489068754,-7.2607216700911525,-8.24590896345261,-8.95377145432867,-9.50628076824877,-9.696301991078588,-10.213218375704148,-10.932247732745276,-11.630768509416116,-12.32227795165446,-13.21755147656012,-13.942762764998609,-14.662831492763427,-15.43284148649416,-15.960793950822618,-16.569236074553597,-16.821428463194106,-17.127227086491054,-17.445526051521302,-18.133907402886283,-18.832771486706203,-19.350709830390084,-19.62453139093187,-19.782979207568697,-19.858726278940836
1981,26.275279315312705,26.388188393910728,26.486083772447373,26.58514233695136,26.580538188086617,26.615058302879333,26.6801319943534,26.72794085873498,26.783447323905097,26.783241266674466,26.834770075480144,26.857050238715278,26.825514947043526,26.74317456881205,26.57604430516561,26.5040300210317,26.374805566999648,26.19059393670824,26.01457125875685,25.683703064918518,25.458603021833632,25.16738508542379,24.747750737931995,24.265719657474094,23.868034156163535,23.42890915605757,22.932081972228158,22.08261889881558,20.881519870128898,19.97025961455268,19.065827784770065,18.371112873322435,17.57350260226263,16.59358916381995,15.75471758445104,14.911776346051031,14.687197941639978,14.203699155420892,13.520505261938606,12.945914032889737,12.315423385550579,11.376889256470733,10.454490812464307,9.757215363335693,9.074538019299506,8.290198170538577,7.380158610776481,6.516981589807741,5.796138545247312,5.149743002011544,4.609133138259252,4.172606791667123,3.8228136425941353,3.5259028306618956,3.142658898258944,2.7034742367298654,2.1828049711365667,1.7224799188151438,1.2879583954604135,0.46499961793629657,-0.7534223009935683,-1.9959202072013997,-2.9525113189386,-3.853827147392763,-4.86300339832184,-5.655331609233851,-6.524305147563831,-7.5344916840083895,-8.291187590717648,-8.860114349445535,-9.0312294739402,-9.501900391322042,-10.18090573752092,-10.840293933011385,-11.498676668259495,-12.422675275637044,-13.142949638929633,-13.84859831151035,-14.649864103241514,-15.16244068675571,-15.701756536960602,-15.933399057388305,-16.2139635986752,-16.527134087350632,-17.203482066260445,-17.93649081654019,-18.482898913489446,-18.773851336373223,-18.94665091832479,-19.04350800514221
1982,26.586753262413872,26.68695249557495,26.76696585284339,26.843735959794785,26.81610878308614,26.8276173459159,26.86287588543362,26.88236418035295,26.907873895433212,26.878541453679404,26.901713604397244,26.890452019373576,26.828972816467285,26.714739418029787,26.51334400706821,26.406853458616467,26.242127646340265,26.031958712471855,25.837187316682602,25.481764933798047,25.237281873491074,24.93296857410007,24.511000468995835,24.021064644389682,23.628584305445354,23.179462750752766,22.677975516849095,21.83588319354587,20.64960695124335,19.761157622685037,18.878542921671436,18.206309719031882,17.426540324919753,16.470700692137083,15.645513787286148,14.819056120742527,14.59489091038704,14.117540714061922,13.439625480388187,12.845570147285859,12.194748699830638,11.255439622534645,10.331518367264007,9.60609224351744,8.876287259244256,8.023055353264015,7.0431295551566615,6.111101162495713,5.32121428508221,4.626179554057307,4.028763980692666,3.5227388984523715,3.1083886521480357,2.7242722826595935,2.2500328556582745,1.7377496849739045,1.1595390187421193,0.6339168118416435,0.1275665564135933,-0.7504591800582906,-2.0851755213820273,-3.386850761461796,-4.444880685841458,-5.412645825516019,-6.399682850183712,-7.129838086796614,-7.971352912278639,-8.966134421692955,-9.710446851121056,-10.321611565144526,-10.533084520387153,-11.019025952273255,-11.681616802749017,-12.35342557032903,-12.97359563437187,-13.732457718563577,-14.358402099136988,-15.078855100139561,-15.852008201347457,-16.345985754662088,-16.884883744186826,-17.179316361745197,-17.479569845729404,-17.78914971616533,-18.466533957587348,-19.17562220891317,-19.707019657558867,-19.994399123721653,-20.170345703760784,-20.266036123699614
1983,26.732658767700194,26.82592535018921,26.894206388791403,26.955028857125175,26.91087464226617,26.913062273131477,26.940961154301963,26.948129603597852,26.959460396236842,26.916764365302193,26.924668010075887,26.89863086276584,26.82815186712477,26.70965231259664,26.511826875474718,26.411564948823717,26.253073512183295,26.05100746154785,25.864162826538085,25.51850369506412,25.28428732024299,24.991302887598675,24.571627865897284,24.0830481449763,23.680428295665315,23.231476044654848,22.73161889447106,21.88400835725996,20.68718778822157,19.77094157160156,18.861976009607314,18.170708522295495,17.37346445073684,16.40208923816681,15.560373323907454,14.728700671262212,14.510941541629533,14.045324683272176,13.403536685183644,12.85319036266042,12.246631079663834,11.350146380563578,10.476665480393503,9.805299345486693,9.13277638239993,8.353034537306263,7.429432393620825,6.570709243313306,5.819600019810928,5.152132540108222,4.594188075945325,4.124033370704597,3.748743957661403,3.398723592919608,2.964353766457902,2.4915367369540036,1.9356719300079728,1.4149254665580682,0.9014257271825853,0.0027748666496740446,-1.3426529356278478,-2.6770357301329364,-3.750646311908753,-4.758193170527617,-5.815922818785637,-6.599633545860545,-7.478419809457328,-8.511601056199934,-9.275328543658057,-9.855927674699988,-10.043483570704444,-10.566936216151548,-11.23498480696645,-11.857600685622957,-12.437075008299304,-13.192036957440562,-13.87775228365014,-14.684629769607758,-15.444357717709822,-15.881118144953831,-16.42173615031772,-16.706497791078355,-17.003685715463426,-17.322140908241273,-18.01738846037123,-18.76559609307183,-19.339048539267647,-19.667917431725396,-19.860554239484998,-19.956387843026054
1984,26.133562766181097,26.233292939927843,26.32076558801863,26.420527267456055,26.41797007984585,26.456856661372715,26.528476021024915,26.57991662290361,26.641150946087308,26.65012307167053,26.706162844763863,26.725583267211913,26.699043046103583,26.621099095874364,26.451460282007854,26.371013153923883,26.223464658525256,26.02446484565735,25.830619796117148,25.47644335163964,25.234701204299927,24.93163276248508,24.514586928155687,24.029705089992948,23.643184950616625,23.211934865845574,22.729081270429823,21.90461282995012,20.733780778282217,19.85931597198877,18.99567265237371,18.32057905991872,17.521388190363844,16.532111521065236,15.671554822226366,14.794728425972991,14.525930060073733,14.011082359206759,13.299191869629754,12.663712998376125,11.973532172209687,11.004584092015607,10.06372218835685,9.33303730810682,8.623601710030602,7.809711527369089,6.876705554086301,5.968156239307589,5.223521851965537,4.548405338461614,3.973302173717982,3.4898632644585126,3.0955210055535036,2.744141621336005,2.318285164888948,1.8349219976820879,1.2454193034571492,0.7030944756853084,0.19736378571962834,-0.672884556595899,-1.9457243117193381,-3.2258362921265262,-4.2407046870949365,-5.1855093353117505,-6.173265945745839,-6.875188539104743,-7.6907611516964005,-8.664703354487816,-9.375305946595553,-9.93158098631021,-10.078204308905535,-10.513742777436144,-11.108966644894746,-11.66482906687177,-12.172590233013034,-12.886332332943049,-13.476807632711198,-14.08549174066219,-14.763463850671219,-15.145832153802944,-15.533643493387434,-15.745346403121948,-16.07948556476169,-16.369131218062506,-16.974798573387993,-17.60039664109548,-18.048673809899224,-18.259430800543893,-18.411348962783812,-18.490881866878933
1985,26.07082784705692,26.17437138557434,26.264747010336983,26.363775157928465,26.3616479449802,26.405296206474304,26.482133168644374,26.539856463008455,26.602332173453437,26.604857693778143,26.66274111005995,26.683174747890895,26.651516718334623,26.563346687952677,26.385941632588704,26.298736800087823,26.149289814631143,25.96135303179423,25.785807636049057,25.45211524963379,25.2300184779697,24.952210728327433,24.559134899245368,24.09708896742927,23.722107447518244,23.30084986951616,22.82565356095632,22.006954513655767,20.838434614737828,19.965145740989183,19.097754032330382,18.423306863175497,17.636679533620676,16.66778434216976,15.832445240103537,14.986220838460657,14.736632149045667,14.222622198694282,13.49657790352487,12.844050169777539,12.11058220838507,11.070875673741103,10.053275555222191,9.254001487708754,8.460154522624281,7.565072968519396,6.5588972460336254,5.621285833268323,4.839972042540709,4.143614892682267,3.538442306124812,3.0413602451121227,2.6364344054988273,2.292637100096585,1.8810363944930335,1.4515809101899828,0.9422039908175874,0.4648128451436706,0.01515648502132131,-0.7809745323119892,-1.989849276949341,-3.2004315414207265,-4.17232520681185,-5.076013323328354,-6.00916760125094,-6.672828564596259,-7.419209238307344,-8.333723851334717,-8.996633963204092,-9.50990456390298,-9.64996825793965,-10.11567954575229,-10.741237597208883,-11.308548476482327,-11.8385754420823,-12.539317706579135,-13.183421646389696,-13.912571651322974,-14.685923300393753,-15.193340176768187,-15.702201030982865,-16.041787082619138,-16.51937798129188,-16.880961786376105,-17.574044224951002,-18.258590687645807,-18.7604916466607,-19.014689514372083,-19.16205578380161,-19.229696872499254
1986,26.35708014170329,26.46066883934869,26.545677950647143,26.62982064353095,26.611558463838364,26.639380367596946,26.69233304394616,26.727560199631586,26.771875376171536,26.75816365877787,26.796495734320747,26.795044273800322,26.74832912021213,26.648455301920574,26.465760681364273,26.37472620540195,26.222371768951415,26.0325862036811,25.85757189326816,25.52026822037167,25.291827148861355,25.008725839191012,24.60211469332377,24.11941750049591,23.72632174226973,23.28757682906257,22.795788380834793,21.953668342696297,20.760842225617832,19.86889337388178,18.993055511762698,18.323981386837033,17.54803784241279,16.595104315545825,15.774840734071201,14.953237925081824,14.735687556159165,14.255588062604268,13.56616957075894,12.95440356315424,12.273407789899244,11.279587541437811,10.303684266987775,9.55595831837919,8.815949296206236,7.972890587982773,7.022554442441712,6.11267889910895,5.3518680814187976,4.665883434918295,4.066218850399471,3.5571920742423067,3.1407522457134394,2.7900347843421818,2.383749241816501,1.954893726400203,1.4396192644845642,0.9531732491249891,0.503567109329419,-0.30388727933815163,-1.5176983086495763,-2.7540864845013453,-3.7879982754174204,-4.769623439006197,-5.813159747036277,-6.593732862051952,-7.458817747522456,-8.484554991933207,-9.232777353707288,-9.814631461238282,-10.03810324890332,-10.568824978296956,-11.29579432565305,-11.977612251229584,-12.615196249178714,-13.44696523176713,-14.171906629039182,-14.918809931973616,-15.745140780860352,-16.28129721813732,-16.81441636747784,-17.111115307278105,-17.429570592774287,-17.78177626662784,-18.50341812769572,-19.25774989128113,-19.828555843565198,-20.146981949276395,-20.341063017315335,-20.44369109471639
1987,26.92368130683899,27.02419270409478,27.10265273782942,27.17196586396959,27.134462043974136,27.138117700152925,27.164546251296997,27.175806098514133,27.19290568033854,27.15765102704366,27.1736933655209,27.15118488735623,27.088683202531602,26.97923125690884,26.788017993503146,26.690308062235513,26.536420514848498,26.33936358557807,26.157754860983953,25.814995532565646,25.579734961191814,25.286006254620023,24.867599805196125,24.383629189597237,23.994424475563896,23.551610252592297,23.0542686091529,22.196935375531513,20.99082011183103,20.076294197142126,19.172722784388398,18.47075222260836,17.664456295180653,16.674872876041466,15.823903239932324,14.975667483194007,14.726902244860927,14.212274026374022,13.510461195309956,12.905783623519044,12.229082531895902,11.242822372830576,10.284917775789896,9.549477289886111,8.815282347963915,7.961408430813915,6.990801182042601,6.04627569629552,5.278988532861694,4.601168653741479,4.031337612970836,3.5492476237834327,3.1514988435639277,2.7997890461546677,2.3664990175670635,1.8962111365554544,1.3268366486729872,0.8131886232437359,0.3250434065134161,-0.5815640365523803,-1.8660689295200024,-3.230840870220628,-4.300071440864769,-5.266190438386467,-6.2740379788395435,-7.036500069002311,-7.897993092197511,-8.905905139094425,-9.661260231398046,-10.26153009728425,-10.432424195123733,-10.895342316230138,-11.59812881766508,-12.300106778513227,-13.002775844879862,-13.861180641791886,-14.531254415296846,-15.308535794996553,-16.09986338576095,-16.586134233656857,-17.099112509356605,-17.40436367723677,-17.715782684750028,-18.025527527597216,-18.681872823503284,-19.332661538653902,-19.808405955632526,-20.048717509375678,-20.19731724527147,-20.262175046073065
1988,26.30420592625936,26.42194679048326,26.52878959443834,26.647198920779758,26.660988675223457,26.718642626868355,26.802190862761602,26.861811884244283,26.919009420606827,26.919924534691706,26.97173302438524,26.98414812617832,26.945117033852473,26.851969623565672,26.678292422824434,26.59825694825914,26.458130062950982,26.2767594549391,26.10733149316576,25.775052412350973,25.552715301513672,25.260779322518243,24.84478743871053,24.362850515047707,23.98048410680559,23.552755403518677,23.071810762087505,22.24521735244327,21.070046159873407,20.19244139106013,19.319776907418337,18.645344606290262,17.85373386095485,16.868123242259024,16.016518653349745,15.143662624723381,14.87736422870722,14.346445974811084,13.623480521266659,12.98957439603077,12.307715028089781,11.320108073453108,10.353761548466153,9.621902227070596,8.900334222449196,8.075449216696951,7.133139033532805,6.240699775656685,5.486451844819304,4.8205782510634485,4.257712557808393,3.7957823555502626,3.4287766416867576,3.1190536175621673,2.721999555464006,2.2869575043208896,1.7824002334071944,1.3223252501752643,0.8679780268912307,0.0636957340175286,-1.184629092913949,-2.4618523521452316,-3.4689500882186826,-4.401947765106645,-5.371869251538172,-6.089190051211173,-6.890607742111509,-7.866843923595217,-8.586427034396264,-9.157679420544042,-9.368210078610314,-9.909268278856244,-10.606968833423323,-11.253110937994077,-11.956102503160945,-12.98252972157465,-13.785621817099551,-14.520686004600591,-15.369831507239077,-15.94490066104465,-16.552595930629305,-16.804747676849367,-17.12740535736084,-17.510962761773005,-18.250788068771364,-19.005677207310995,-19.55767183303833,-19.85183236863878,-20.0094647831387,-20.068954054514567
1989,26.177398816744486,26.286935064527725,26.37951779630449,26.47378817134433,26.46216425365872,26.493885673416987,26.549336632092793,26.585465592808195,26.627099217308892,26.614614523781672,26.655602131949532,26.666524426142374,26.633799510531954,26.552990346484712,26.388314941194324,26.316883940166896,26.18095966445075,26.002209271325004,25.839166567060683,25.51083710723453,25.295118665695192,25.018707444932726,24.630303594801163,24.17093851301405,23.810959111319647,23.395400354597303,22.924454649289448,22.108055130640665,20.94265642447604,20.066321232625178,19.191453051484295,18.525162786038386,17.757177245285774,16.806014015277228,15.992838410288096,15.166503883401553,14.939489365286297,14.443162229822741,13.756843104627396,13.165639256106482,12.51466425044669,11.546250819497638,10.620445958111022,9.912479818198417,9.184928552309673,8.354873589757416,7.408515112805698,6.527959335077968,5.757466959161684,5.070759414695203,4.491687937075686,4.014893716346059,3.632019016679583,3.3020541730233366,2.8716291261112525,2.4017236184535755,1.8627902076036358,1.3724223155010906,0.9044720755890012,0.06208880801116013,-1.2125718047531941,-2.510935605845104,-3.556169103926772,-4.55121904268033,-5.5567329548092355,-6.277133472056852,-7.072301767238726,-8.007471520469213,-8.70211319600025,-9.291546819359064,-9.52477042608791,-10.075049841072824,-10.804573586872882,-11.52584733075152,-12.261298061886595,-13.223143608198088,-13.996866793909835,-14.75640212537514,-15.585735056507918,-16.12672562532955,-16.670206479231517,-16.94543283250597,-17.288060739305283,-17.649787362416586,-18.37600473297967,-19.14012268914117,-19.714364761776395,-20.036720567279392,-20.25785706837972,-20.37610544098748
